Bug_ID,Sprint,Release_Version,Module,Feature,Component,Bug_Title,Bug_Description,Steps_To_Reproduce,Expected_Result,Actual_Result,Severity,Priority,Bug_Type,Status,Lifecycle_Stage,Reporter,QA_Engineer,Assigned_To,Team,Environment,Operating_System,Browser,Device,App_Version,Date_Reported,Date_Assigned,Date_Fixed,Date_Retested,Date_Closed,Resolution,Root_Cause,Resolution_Time_Hours,Comments,Duplicate_Of,bug1,bug2,duplicate,Similarity_Score
BUG-1114,Sprint-8,v2.1.0,Search,Search Feature,Search Component,Search Feature Fails To Save,Search feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,Medium,P1,API,Fixed,Open,Kiran,Pooja,Amit,DevOps,QA,iOS 18,Edge,Laptop,2.0,2026-01-24,2026-01-25,2026-01-27,2026-01-28,2026-01-29,Fixed,Code defect,43,Verified by QA,,Search feature fails to save,Application cannot open in Calendar,0,0.36
BUG-1115,Sprint-5,v2.7.5,Payment,Payment Feature,Payment Component,Payment Feature Duplicates Records,Payment feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,High,P3,Validation,In Progress,Open,Priya,Harsha,Sai,QA,Production,Windows 11,Firefox,Laptop,2.0,2026-01-25,2026-01-26,2026-01-28,2026-01-29,2026-01-30,Duplicate,Code defect,41,Verified by QA,BUG-1019,Payment feature duplicates records,Issue where payment duplicates records,1,0.91
BUG-1116,Sprint-1,v2.9.3,Calendar,Calendar Feature,Calendar Component,Calendar Feature Crashes,Calendar feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Critical,P1,UI,In Progress,Open,Kiran,Pooja,Deepak,Backend,Development,Android 14,Chrome,Laptop,2.0,2026-01-26,2026-01-27,2026-01-29,2026-01-30,2026-01-31,Fixed,Code defect,22,Verified by QA,,Calendar feature crashes,Application returns error 500 in Sync,0,0.44
BUG-1117,Sprint-7,v2.1.1,Download,Download Feature,Download Component,Download Feature Loads Slowly,Download feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Critical,P3,Security,Verified,Open,Kiran,Pooja,Amit,Mobile,QA,iOS 18,Firefox,Laptop,2.0,2026-01-27,2026-01-28,2026-01-30,2026-01-31,2026-02-01,Duplicate,Code defect,36,Verified by QA,BUG-1087,Download feature loads slowly,Issue where download loads slowly,1,0.92
BUG-1118,Sprint-4,v2.4.3,Sync,Sync Feature,Sync Component,Sync Feature Fails To Save,Sync feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,High,P1,Functional,Open,Open,Ravi,Pooja,Deepak,Frontend,Production,Ubuntu 24.04,Firefox,Laptop,2.0,2026-01-28,2026-01-29,2026-01-31,2026-02-01,2026-02-02,Duplicate,Code defect,44,Verified by QA,BUG-1001,Sync feature fails to save,Issue where sync fails to save,1,0.89
BUG-1119,Sprint-7,v2.1.0,Upload,Upload Feature,Upload Component,Upload Feature Freezes,Upload feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Low,P3,UI,Verified,Open,Kiran,Pooja,Rahul,Backend,Production,Windows 11,Chrome,Laptop,2.0,2026-01-29,2026-01-30,2026-02-01,2026-02-02,2026-02-03,Fixed,Code defect,12,Verified by QA,,Upload feature freezes,Application crashes in Payment,0,0.43
BUG-1120,Sprint-1,v2.9.3,Checkout,Checkout Feature,Checkout Component,Checkout Feature Loads Slowly,Checkout feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Critical,P1,API,Assigned,Open,Vamsi,Harsha,Arjun,QA,Development,Windows 11,Safari,Laptop,2.0,2026-01-30,2026-01-31,2026-02-02,2026-02-03,2026-02-04,Fixed,Code defect,30,Verified by QA,,Checkout feature loads slowly,Application does not respond in Scanner,0,0.31
BUG-1121,Sprint-6,v2.8.5,Settings,Settings Feature,Settings Component,Settings Feature Does Not Respond,Settings feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Medium,P2,Database,Open,Open,Anil,Harsha,Deepak,Frontend,QA,Windows 11,Chrome,Laptop,2.0,2026-01-31,2026-02-01,2026-02-03,2026-02-04,2026-02-05,Fixed,Code defect,40,Verified by QA,,Settings feature does not respond,Application does not respond in Settings,0,0.16
BUG-1122,Sprint-7,v2.6.4,Invoice,Invoice Feature,Invoice Component,Invoice Feature Fails To Save,Invoice feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,Low,P2,Database,New,Open,Anil,Sneha,Deepak,QA,QA,Ubuntu 24.04,Edge,Laptop,2.0,2026-02-01,2026-02-02,2026-02-04,2026-02-05,2026-02-06,Duplicate,Code defect,3,Verified by QA,BUG-1062,Invoice feature fails to save,Issue where invoice fails to save,1,0.85
BUG-1123,Sprint-3,v2.0.1,Profile,Profile Feature,Profile Component,Profile Feature Loads Slowly,Profile feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Critical,P1,API,Retest,Open,Vamsi,Harsha,Arjun,Frontend,Development,iOS 18,Edge,Laptop,2.0,2026-02-02,2026-02-03,2026-02-05,2026-02-06,2026-02-07,Fixed,Code defect,45,Verified by QA,,Profile feature loads slowly,Application freezes in Analytics,0,0.4
BUG-1124,Sprint-3,v2.5.2,Reports,Reports Feature,Reports Component,Reports Feature Fails To Save,Reports feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,High,P1,UI,New,Open,Priya,Pooja,Deepak,Frontend,QA,Ubuntu 24.04,Chrome,Laptop,2.0,2026-02-03,2026-02-04,2026-02-06,2026-02-07,2026-02-08,Fixed,Code defect,43,Verified by QA,,Reports feature fails to save,Application does not respond in Payment,0,0.22
BUG-1125,Sprint-6,v2.4.5,Chat,Chat Feature,Chat Component,Chat Feature Does Not Respond,Chat feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Critical,P1,Validation,Open,Open,Ravi,Nisha,Rahul,Mobile,UAT,Android 14,Edge,Laptop,2.0,2026-02-04,2026-02-05,2026-02-07,2026-02-08,2026-02-09,Duplicate,Code defect,14,Verified by QA,BUG-1089,Chat feature does not respond,Issue where chat does not respond,1,0.83
BUG-1126,Sprint-3,v2.3.5,Analytics,Analytics Feature,Analytics Component,Analytics Feature Crashes,Analytics feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Critical,P2,Functional,Open,Open,Ravi,Sneha,Sai,Backend,QA,iOS 18,Safari,Laptop,2.0,2026-02-05,2026-02-06,2026-02-08,2026-02-09,2026-02-10,Fixed,Code defect,37,Verified by QA,,Analytics feature crashes,Application fails to save in Backup,0,0.16
BUG-1127,Sprint-7,v2.0.0,Search,Search Feature,Search Component,Search Feature Does Not Respond,Search feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,High,P2,Functional,In Progress,Open,Vamsi,Nisha,Arjun,Mobile,Development,Android 14,Safari,Laptop,2.0,2026-02-06,2026-02-07,2026-02-09,2026-02-10,2026-02-11,Fixed,Code defect,14,Verified by QA,,Search feature does not respond,Application fails to save in Login,0,0.55
BUG-1128,Sprint-6,v2.2.3,Invoice,Invoice Feature,Invoice Component,Invoice Feature Fails To Save,Invoice feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,Critical,P3,Security,In Progress,Open,Priya,Pooja,Sai,Frontend,Development,Windows 11,Chrome,Laptop,2.0,2026-02-07,2026-02-08,2026-02-10,2026-02-11,2026-02-12,Duplicate,Code defect,12,Verified by QA,BUG-1099,Invoice feature fails to save,Issue where invoice fails to save,1,0.92
BUG-1129,Sprint-8,v2.1.0,Camera,Camera Feature,Camera Component,Camera Feature Freezes,Camera feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Medium,P3,Performance,Assigned,Open,Kiran,Sneha,Arjun,Frontend,QA,Android 14,Firefox,Laptop,2.0,2026-02-08,2026-02-09,2026-02-11,2026-02-12,2026-02-13,Fixed,Code defect,18,Verified by QA,,Camera feature freezes,Application shows blank screen in Search,0,0.14
BUG-1130,Sprint-6,v2.1.5,Search,Search Feature,Search Component,Search Feature Crashes,Search feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Medium,P1,Performance,New,Open,Vamsi,Harsha,Sai,Mobile,UAT,Ubuntu 24.04,Edge,Laptop,2.0,2026-02-09,2026-02-10,2026-02-12,2026-02-13,2026-02-14,Fixed,Code defect,33,Verified by QA,,Search feature crashes,Application fails to upload in Camera,0,0.12
BUG-1131,Sprint-7,v2.1.4,Reports,Reports Feature,Reports Component,Reports Feature Loads Slowly,Reports feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,High,P1,Performance,Fixed,Open,Ravi,Harsha,Sai,Mobile,QA,Android 14,Edge,Laptop,2.0,2026-02-10,2026-02-11,2026-02-13,2026-02-14,2026-02-15,Fixed,Code defect,30,Verified by QA,,Reports feature loads slowly,Application shows blank screen in Sync,0,0.23
BUG-1132,Sprint-5,v2.8.0,Checkout,Checkout Feature,Checkout Component,Checkout Feature Fails To Upload,Checkout feature fails to upload,Open module > Perform action > Observe issue,Feature should work correctly,fails to upload,Medium,P4,Performance,Closed,Open,Priya,Sneha,Amit,DevOps,UAT,Windows 11,Firefox,Laptop,2.0,2026-02-11,2026-02-12,2026-02-14,2026-02-15,2026-02-16,Duplicate,Code defect,13,Verified by QA,BUG-1065,Checkout feature fails to upload,Issue where checkout fails to upload,1,0.91
BUG-1133,Sprint-8,v2.7.1,Chat,Chat Feature,Chat Component,Chat Feature Duplicates Records,Chat feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,High,P3,API,Closed,Open,Priya,Harsha,Amit,Frontend,UAT,Android 14,Edge,Laptop,2.0,2026-02-12,2026-02-13,2026-02-15,2026-02-16,2026-02-17,Fixed,Code defect,9,Verified by QA,,Chat feature duplicates records,Application cannot open in Scanner,0,0.53
BUG-1134,Sprint-3,v2.5.4,Calendar,Calendar Feature,Calendar Component,Calendar Feature Crashes,Calendar feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Medium,P3,UI,Assigned,Open,Priya,Pooja,Deepak,Backend,Development,iOS 18,Chrome,Laptop,2.0,2026-02-13,2026-02-14,2026-02-16,2026-02-17,2026-02-18,Fixed,Code defect,19,Verified by QA,,Calendar feature crashes,Application does not respond in Maps,0,0.39
BUG-1135,Sprint-8,v2.3.2,Login,Login Feature,Login Component,Login Feature Duplicates Records,Login feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,Medium,P2,Performance,In Progress,Open,Priya,Sneha,Arjun,QA,Production,iOS 18,Chrome,Laptop,2.0,2026-02-14,2026-02-15,2026-02-17,2026-02-18,2026-02-19,Fixed,Code defect,36,Verified by QA,,Login feature duplicates records,Application crashes in Calendar,0,0.43
BUG-1136,Sprint-5,v2.1.0,Login,Login Feature,Login Component,Login Feature Crashes,Login feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Medium,P1,Validation,Fixed,Open,Ravi,Pooja,Rahul,Backend,Production,Windows 11,Chrome,Laptop,2.0,2026-02-15,2026-02-16,2026-02-18,2026-02-19,2026-02-20,Fixed,Code defect,43,Verified by QA,,Login feature crashes,Application crashes in Maps,0,0.17
BUG-1137,Sprint-1,v2.1.1,Camera,Camera Feature,Camera Component,Camera Feature Duplicates Records,Camera feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,Medium,P1,Crash,In Progress,Open,Anil,Harsha,Amit,Mobile,Development,Ubuntu 24.04,Firefox,Laptop,2.0,2026-02-16,2026-02-17,2026-02-19,2026-02-20,2026-02-21,Fixed,Code defect,32,Verified by QA,,Camera feature duplicates records,Application fails to save in Chat,0,0.45
BUG-1138,Sprint-6,v2.2.5,Checkout,Checkout Feature,Checkout Component,Checkout Feature Shows Blank Screen,Checkout feature shows blank screen,Open module > Perform action > Observe issue,Feature should work correctly,shows blank screen,Low,P2,Database,Verified,Open,Vamsi,Pooja,Amit,Mobile,UAT,Ubuntu 24.04,Firefox,Laptop,2.0,2026-02-17,2026-02-18,2026-02-20,2026-02-21,2026-02-22,Duplicate,Code defect,10,Verified by QA,BUG-1015,Checkout feature shows blank screen,Issue where checkout shows blank screen,1,0.83
BUG-1139,Sprint-6,v2.2.3,Backup,Backup Feature,Backup Component,Backup Feature Freezes,Backup feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Medium,P1,Database,Open,Open,Vamsi,Pooja,Sai,Mobile,QA,iOS 18,Edge,Laptop,2.0,2026-02-18,2026-02-19,2026-02-21,2026-02-22,2026-02-23,Fixed,Code defect,41,Verified by QA,,Backup feature freezes,Application fails to upload in Maps,0,0.49
BUG-1140,Sprint-8,v2.2.1,Backup,Backup Feature,Backup Component,Backup Feature Crashes,Backup feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Critical,P2,API,Closed,Open,Ravi,Harsha,Sai,Backend,Production,iOS 18,Edge,Laptop,2.0,2026-02-19,2026-02-20,2026-02-22,2026-02-23,2026-02-24,Duplicate,Code defect,23,Verified by QA,BUG-1097,Backup feature crashes,Issue where backup crashes,1,0.99
BUG-1141,Sprint-3,v2.6.4,Dashboard,Dashboard Feature,Dashboard Component,Dashboard Feature Does Not Respond,Dashboard feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Low,P1,Security,Fixed,Open,Priya,Sneha,Deepak,QA,Production,iOS 18,Safari,Laptop,2.0,2026-02-20,2026-02-21,2026-02-23,2026-02-24,2026-02-25,Fixed,Code defect,36,Verified by QA,,Dashboard feature does not respond,Application does not respond in Upload,0,0.51
BUG-1142,Sprint-2,v2.1.5,Calendar,Calendar Feature,Calendar Component,Calendar Feature Fails To Save,Calendar feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,High,P3,Validation,Closed,Open,Ravi,Sneha,Deepak,Frontend,UAT,Ubuntu 24.04,Firefox,Laptop,2.0,2026-02-21,2026-02-22,2026-02-24,2026-02-25,2026-02-26,Duplicate,Code defect,34,Verified by QA,BUG-1061,Calendar feature fails to save,Issue where calendar fails to save,1,0.93
BUG-1143,Sprint-5,v2.9.2,Invoice,Invoice Feature,Invoice Component,Invoice Feature Duplicates Records,Invoice feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,Low,P2,Security,Open,Open,Anil,Pooja,Rahul,Frontend,UAT,iOS 18,Chrome,Laptop,2.0,2026-02-22,2026-02-23,2026-02-25,2026-02-26,2026-02-27,Fixed,Code defect,30,Verified by QA,,Invoice feature duplicates records,Application shows blank screen in Dashboard,0,0.48
BUG-1144,Sprint-5,v2.2.3,Search,Search Feature,Search Component,Search Feature Loads Slowly,Search feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Critical,P1,Validation,Open,Open,Vamsi,Sneha,Deepak,Frontend,Production,Windows 11,Firefox,Laptop,2.0,2026-02-23,2026-02-24,2026-02-26,2026-02-27,2026-02-28,Duplicate,Code defect,46,Verified by QA,BUG-1087,Search feature loads slowly,Issue where search loads slowly,1,0.88
BUG-1145,Sprint-4,v2.2.2,Settings,Settings Feature,Settings Component,Settings Feature Shows Blank Screen,Settings feature shows blank screen,Open module > Perform action > Observe issue,Feature should work correctly,shows blank screen,High,P4,Validation,Closed,Open,Ravi,Nisha,Rahul,QA,UAT,Ubuntu 24.04,Safari,Laptop,2.0,2026-02-24,2026-02-25,2026-02-27,2026-02-28,2026-03-01,Duplicate,Code defect,7,Verified by QA,BUG-1015,Settings feature shows blank screen,Issue where settings shows blank screen,1,1.0
BUG-1146,Sprint-5,v2.0.1,Reports,Reports Feature,Reports Component,Reports Feature Returns Error 500,Reports feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Medium,P4,UI,Open,Open,Ravi,Harsha,Deepak,Frontend,Production,Android 14,Safari,Laptop,2.0,2026-02-25,2026-02-26,2026-02-28,2026-03-01,2026-03-02,Duplicate,Code defect,32,Verified by QA,BUG-1084,Reports feature returns error 500,Issue where reports returns error 500,1,0.86
BUG-1147,Sprint-5,v2.0.1,Search,Search Feature,Search Component,Search Feature Returns Error 500,Search feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Low,P1,Validation,Verified,Open,Vamsi,Harsha,Amit,DevOps,Production,Windows 11,Safari,Laptop,2.0,2026-02-26,2026-02-27,2026-03-01,2026-03-02,2026-03-03,Fixed,Code defect,27,Verified by QA,,Search feature returns error 500,Application shows blank screen in Notification,0,0.56
BUG-1148,Sprint-4,v2.2.1,Upload,Upload Feature,Upload Component,Upload Feature Cannot Open,Upload feature cannot open,Open module > Perform action > Observe issue,Feature should work correctly,cannot open,Medium,P3,Crash,Retest,Open,Kiran,Sneha,Rahul,Backend,UAT,Windows 11,Firefox,Laptop,2.0,2026-02-27,2026-02-28,2026-03-02,2026-03-03,2026-03-04,Fixed,Code defect,37,Verified by QA,,Upload feature cannot open,Application fails to save in Analytics,0,0.4
BUG-1149,Sprint-7,v2.3.0,Reports,Reports Feature,Reports Component,Reports Feature Freezes,Reports feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,High,P3,Functional,Open,Open,Priya,Harsha,Sai,Mobile,UAT,iOS 18,Firefox,Laptop,2.0,2026-02-28,2026-03-01,2026-03-03,2026-03-04,2026-03-05,Duplicate,Code defect,39,Verified by QA,BUG-1055,Reports feature freezes,Issue where reports freezes,1,0.9
BUG-1150,Sprint-10,v2.5.1,Camera,Camera Feature,Camera Component,Camera Feature Does Not Respond,Camera feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Low,P1,Database,Open,Open,Anil,Pooja,Sai,Backend,QA,Android 14,Firefox,Laptop,2.0,2026-03-01,2026-03-02,2026-03-04,2026-03-05,2026-03-06,Duplicate,Code defect,34,Verified by QA,BUG-1106,Camera feature does not respond,Issue where camera does not respond,1,0.89
BUG-1151,Sprint-4,v2.6.0,Settings,Settings Feature,Settings Component,Settings Feature Duplicates Records,Settings feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,Critical,P3,UI,Assigned,Open,Priya,Sneha,Sai,QA,Development,Ubuntu 24.04,Firefox,Laptop,2.0,2026-03-02,2026-03-03,2026-03-05,2026-03-06,2026-03-07,Fixed,Code defect,2,Verified by QA,,Settings feature duplicates records,Application does not respond in Backup,0,0.5
BUG-1152,Sprint-3,v2.4.3,Scanner,Scanner Feature,Scanner Component,Scanner Feature Returns Error 500,Scanner feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,High,P3,API,Fixed,Open,Anil,Nisha,Deepak,DevOps,Development,Ubuntu 24.04,Safari,Laptop,2.0,2026-03-03,2026-03-04,2026-03-06,2026-03-07,2026-03-08,Fixed,Code defect,34,Verified by QA,,Scanner feature returns error 500,Application crashes in Settings,0,0.19
BUG-1153,Sprint-9,v2.7.0,Analytics,Analytics Feature,Analytics Component,Analytics Feature Shows Blank Screen,Analytics feature shows blank screen,Open module > Perform action > Observe issue,Feature should work correctly,shows blank screen,Low,P1,Security,New,Open,Anil,Harsha,Deepak,Frontend,Production,Windows 11,Chrome,Laptop,2.0,2026-03-04,2026-03-05,2026-03-07,2026-03-08,2026-03-09,Duplicate,Code defect,35,Verified by QA,BUG-1093,Analytics feature shows blank screen,Issue where analytics shows blank screen,1,0.94
BUG-1154,Sprint-6,v2.0.1,Search,Search Feature,Search Component,Search Feature Crashes,Search feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Low,P3,Performance,Assigned,Open,Priya,Nisha,Deepak,QA,QA,Windows 11,Edge,Laptop,2.0,2026-03-05,2026-03-06,2026-03-08,2026-03-09,2026-03-10,Duplicate,Code defect,13,Verified by QA,BUG-1149,Search feature crashes,Issue where search crashes,1,0.85
BUG-1155,Sprint-10,v2.0.2,Download,Download Feature,Download Component,Download Feature Returns Error 500,Download feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Critical,P1,Performance,New,Open,Vamsi,Pooja,Arjun,Frontend,UAT,Windows 11,Edge,Laptop,2.0,2026-03-06,2026-03-07,2026-03-09,2026-03-10,2026-03-11,Fixed,Code defect,28,Verified by QA,,Download feature returns error 500,Application does not respond in Calendar,0,0.19
BUG-1156,Sprint-2,v2.1.5,Calendar,Calendar Feature,Calendar Component,Calendar Feature Returns Error 500,Calendar feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Critical,P4,Validation,Open,Open,Anil,Nisha,Sai,Mobile,Production,Windows 11,Chrome,Laptop,2.0,2026-03-07,2026-03-08,2026-03-10,2026-03-11,2026-03-12,Fixed,Code defect,45,Verified by QA,,Calendar feature returns error 500,Application freezes in Login,0,0.35
BUG-1157,Sprint-6,v2.5.1,Notification,Notification Feature,Notification Component,Notification Feature Loads Slowly,Notification feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Medium,P1,Crash,New,Open,Ravi,Nisha,Arjun,Backend,Production,Windows 11,Chrome,Laptop,2.0,2026-03-08,2026-03-09,2026-03-11,2026-03-12,2026-03-13,Fixed,Code defect,47,Verified by QA,,Notification feature loads slowly,Application loads slowly in Payment,0,0.41
BUG-1158,Sprint-8,v2.9.5,Sync,Sync Feature,Sync Component,Sync Feature Loads Slowly,Sync feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Medium,P2,Performance,Closed,Open,Anil,Nisha,Rahul,QA,UAT,Android 14,Firefox,Laptop,2.0,2026-03-09,2026-03-10,2026-03-12,2026-03-13,2026-03-14,Fixed,Code defect,44,Verified by QA,,Sync feature loads slowly,Application freezes in Camera,0,0.17
BUG-1159,Sprint-5,v2.4.5,Dashboard,Dashboard Feature,Dashboard Component,Dashboard Feature Cannot Open,Dashboard feature cannot open,Open module > Perform action > Observe issue,Feature should work correctly,cannot open,Critical,P4,Crash,Fixed,Open,Priya,Sneha,Rahul,Mobile,Production,Windows 11,Chrome,Laptop,2.0,2026-03-10,2026-03-11,2026-03-13,2026-03-14,2026-03-15,Duplicate,Code defect,34,Verified by QA,BUG-1002,Dashboard feature cannot open,Issue where dashboard cannot open,1,0.85
BUG-1160,Sprint-6,v2.9.4,Checkout,Checkout Feature,Checkout Component,Checkout Feature Crashes,Checkout feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,High,P3,Validation,Retest,Open,Anil,Sneha,Rahul,QA,UAT,iOS 18,Edge,Laptop,2.0,2026-03-11,2026-03-12,2026-03-14,2026-03-15,2026-03-16,Fixed,Code defect,47,Verified by QA,,Checkout feature crashes,Application returns error 500 in Login,0,0.26
BUG-1161,Sprint-2,v2.0.0,Login,Login Feature,Login Component,Login Feature Returns Error 500,Login feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,High,P4,Security,Fixed,Open,Ravi,Nisha,Sai,QA,Development,Android 14,Edge,Laptop,2.0,2026-03-12,2026-03-13,2026-03-15,2026-03-16,2026-03-17,Fixed,Code defect,13,Verified by QA,,Login feature returns error 500,Application freezes in Search,0,0.48
BUG-1162,Sprint-10,v2.3.2,Payment,Payment Feature,Payment Component,Payment Feature Freezes,Payment feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Medium,P2,UI,In Progress,Open,Priya,Pooja,Sai,Frontend,Development,Android 14,Edge,Laptop,2.0,2026-03-13,2026-03-14,2026-03-16,2026-03-17,2026-03-18,Duplicate,Code defect,10,Verified by QA,BUG-1033,Payment feature freezes,Issue where payment freezes,1,0.96
BUG-1163,Sprint-6,v2.4.3,Settings,Settings Feature,Settings Component,Settings Feature Freezes,Settings feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,High,P4,Security,Retest,Open,Ravi,Sneha,Arjun,Backend,Development,iOS 18,Chrome,Laptop,2.0,2026-03-14,2026-03-15,2026-03-17,2026-03-18,2026-03-19,Duplicate,Code defect,14,Verified by QA,BUG-1125,Settings feature freezes,Issue where settings freezes,1,0.86
BUG-1164,Sprint-6,v2.1.1,Scanner,Scanner Feature,Scanner Component,Scanner Feature Duplicates Records,Scanner feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,Low,P3,Crash,Closed,Open,Vamsi,Sneha,Arjun,QA,UAT,iOS 18,Edge,Laptop,2.0,2026-03-15,2026-03-16,2026-03-18,2026-03-19,2026-03-20,Fixed,Code defect,22,Verified by QA,,Scanner feature duplicates records,Application fails to save in Payment,0,0.48
BUG-1165,Sprint-7,v2.7.3,Camera,Camera Feature,Camera Component,Camera Feature Loads Slowly,Camera feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Critical,P2,Performance,Retest,Open,Vamsi,Pooja,Amit,Frontend,Production,Android 14,Safari,Laptop,2.0,2026-03-16,2026-03-17,2026-03-19,2026-03-20,2026-03-21,Duplicate,Code defect,22,Verified by QA,BUG-1045,Camera feature loads slowly,Issue where camera loads slowly,1,0.94
BUG-1166,Sprint-6,v2.0.5,Payment,Payment Feature,Payment Component,Payment Feature Freezes,Payment feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Low,P1,Functional,Open,Open,Anil,Harsha,Amit,Frontend,QA,Windows 11,Edge,Laptop,2.0,2026-03-17,2026-03-18,2026-03-20,2026-03-21,2026-03-22,Fixed,Code defect,10,Verified by QA,,Payment feature freezes,Application cannot open in Reports,0,0.31
BUG-1167,Sprint-10,v2.3.2,Analytics,Analytics Feature,Analytics Component,Analytics Feature Freezes,Analytics feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Critical,P4,Functional,Assigned,Open,Anil,Pooja,Amit,Mobile,Production,Windows 11,Safari,Laptop,2.0,2026-03-18,2026-03-19,2026-03-21,2026-03-22,2026-03-23,Duplicate,Code defect,9,Verified by QA,BUG-1163,Analytics feature freezes,Issue where analytics freezes,1,0.84
BUG-1168,Sprint-1,v2.9.5,Search,Search Feature,Search Component,Search Feature Fails To Save,Search feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,Medium,P3,Database,Closed,Open,Ravi,Pooja,Amit,Mobile,QA,Windows 11,Edge,Laptop,2.0,2026-03-19,2026-03-20,2026-03-22,2026-03-23,2026-03-24,Duplicate,Code defect,9,Verified by QA,BUG-1081,Search feature fails to save,Issue where search fails to save,1,0.97
BUG-1169,Sprint-6,v2.1.3,Notification,Notification Feature,Notification Component,Notification Feature Freezes,Notification feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Medium,P2,Functional,Fixed,Open,Anil,Nisha,Rahul,DevOps,Development,Ubuntu 24.04,Firefox,Laptop,2.0,2026-03-20,2026-03-21,2026-03-23,2026-03-24,2026-03-25,Fixed,Code defect,35,Verified by QA,,Notification feature freezes,Application fails to upload in Analytics,0,0.27
BUG-1170,Sprint-2,v2.0.2,Backup,Backup Feature,Backup Component,Backup Feature Shows Blank Screen,Backup feature shows blank screen,Open module > Perform action > Observe issue,Feature should work correctly,shows blank screen,High,P1,Validation,Fixed,Open,Anil,Nisha,Rahul,Mobile,Production,Windows 11,Edge,Laptop,2.0,2026-03-21,2026-03-22,2026-03-24,2026-03-25,2026-03-26,Fixed,Code defect,24,Verified by QA,,Backup feature shows blank screen,Application duplicates records in Sync,0,0.51
BUG-1171,Sprint-4,v2.2.2,Payment,Payment Feature,Payment Component,Payment Feature Does Not Respond,Payment feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Critical,P3,API,Closed,Open,Ravi,Nisha,Arjun,QA,UAT,Ubuntu 24.04,Edge,Laptop,2.0,2026-03-22,2026-03-23,2026-03-25,2026-03-26,2026-03-27,Duplicate,Code defect,36,Verified by QA,BUG-1007,Payment feature does not respond,Issue where payment does not respond,1,0.92
